FRAME,TIME,PHANTOM,MARKER_NR,TRAJECTORY_TYPE,X,Y,Z
3158,15.78500,skull,phantom4,Measured,301.605,318.849,153.951
3158,15.78500,catheter,tip1,Measured,155.766,246.268,322.669
3158,15.78500,catheter,tip2,Measured,154.512,252.029,382.265
3158,15.78500,catheter,tip3,Virtual,194.247,337.230,100.973
3158,15.78500,catheter,tip4,Measured,129.074,277.498,330.105
3159,15.79000,skull,phantom1,Measured,338.321,351.929,182.558
3159,15.79000,skull,phantom2,Measured,301.736,412.492,148.642
3159,15.79000,skull,phantom3,Measured,351.497,346.457,90.453
3159,15.79000,skull,phantom4,Measured,301.605,318.822,153.957
3159,15.79000,catheter,tip1,Measured,155.645,246.498,322.692
3159,15.79000,catheter,tip2,Measured,154.191,252.453,382.183
3159,15.79000,catheter,tip3,Virtual,194.291,337.073,100.899
3159,15.79000,catheter,tip4,Measured,128.940,277.552,330.180
3160,15.79500,skull,phantom1,Measured,338.320,351.913,182.559
3160,15.79500,skull,phantom2,Measured,301.732,412.487,148.633
3160,15.79500,skull,phantom3,Measured,351.503,346.442,90.463
3160,15.79500,skull,phantom4,Measured,301.603,318.815,153.964
3160,15.79500,catheter,tip1,Measured,155.507,246.724,322.689
3160,15.79500,catheter,tip2,Measured,153.929,252.796,382.201
3160,15.79500,catheter,tip3,Virtual,194.487,336.953,100.829
3160,15.79500,catheter,tip4,Measured,128.749,277.795,330.098
3161,15.80000,skull,phantom1,Measured,338.292,351.932,182.569
3161,15.80000,skull,phantom2,Measured,301.737,412.480,148.646
3161,15.80000,skull,phantom3,Measured,351.503,346.459,90.475
3161,15.80000,skull,phantom4,Measured,301.598,318.826,153.967
3161,15.80000,catheter,tip1,Measured,155.304,246.949,322.639
3161,15.80000,catheter,tip2,Measured,153.664,253.086,382.164
3161,15.80000,catheter,tip3,Virtual,194.548,336.951,100.745
3161,15.80000,catheter,tip4,Measured,128.550,278.046,330.009
3162,15.80500,skull,phantom1,Measured,338.301,351.961,182.569
3162,15.80500,skull,phantom2,Measured,301.727,412.475,148.630
3162,15.80500,skull,phantom3,Measured,351.510,346.492,90.471
3162,15.80500,skull,phantom4,Measured,301.599,318.849,153.974
3162,15.80500,catheter,tip1,Measured,155.037,247.190,322.547
3162,15.80500,catheter,tip2,Measured,153.370,253.319,382.071
3162,15.80500,catheter,tip3,Virtual,194.711,337.107,100.699
3162,15.80500,catheter,tip4,Measured,128.381,278.336,329.908
3163,15.81000,skull,phantom1,Measured,338.319,351.975,182.554
3163,15.81000,skull,phantom2,Measured,301.740,412.478,148.617
3163,15.81000,skull,phantom3,Measured,351.500,346.495,90.451
3163,15.81000,skull,phantom4,Measured,301.613,318.873,153.953
3163,15.81000,catheter,tip1,Measured,154.735,247.380,322.479
3163,15.81000,catheter,tip2,Measured,153.114,253.430,382.064
3163,15.81000,catheter,tip3,Virtual,195.067,337.182,100.665
3163,15.81000,catheter,tip4,Measured,128.162,278.758,329.665
3164,15.81500,skull,phantom1,Measured,338.332,351.977,182.546
3164,15.81500,skull,phantom2,Measured,301.783,412.467,148.588
3164,15.81500,skull,phantom3,Measured,351.506,346.479,90.432
3164,15.81500,skull,phantom4,Measured,301.621,318.864,153.954
3164,15.81500,catheter,tip1,Measured,154.418,247.562,322.404
3164,15.81500,catheter,tip2,Measured,152.803,253.663,381.915
3164,15.81500,catheter,tip3,Virtual,194.645,337.348,100.606
3164,15.81500,catheter,tip4,Measured,127.999,278.846,329.810
3165,15.82000,skull,phantom1,Measured,338.339,351.984,182.539
3165,15.82000,skull,phantom2,Measured,301.788,412.459,148.579
3165,15.82000,skull,phantom3,Measured,351.520,346.484,90.447
3165,15.82000,skull,phantom4,Measured,301.629,318.881,153.951
3165,15.82000,catheter,tip1,Measured,154.162,247.695,322.351
3165,15.82000,catheter,tip2,Measured,152.551,253.732,381.935
3165,15.82000,catheter,tip3,Virtual,195.207,337.383,100.617
3165,15.82000,catheter,tip4,Measured,127.788,279.304,329.560
3166,15.82500,skull,phantom1,Measured,338.343,351.986,182.545
3166,15.82500,skull,phantom2,Measured,301.787,412.451,148.598
3166,15.82500,skull,phantom3,Measured,351.525,346.503,90.436
3166,15.82500,skull,phantom4,Measured,301.626,318.885,153.949
3166,15.82500,catheter,tip1,Measured,153.890,247.820,322.328
3166,15.82500,catheter,tip2,Measured,152.252,253.838,381.910
3166,15.82500,catheter,tip3,Virtual,195.502,337.403,100.653
3166,15.82500,catheter,tip4,Measured,127.635,279.524,329.506
3167,15.83000,skull,phantom1,Measured,338.337,352.005,182.540
3167,15.83000,skull,phantom2,Measured,301.806,412.459,148.576
3167,15.83000,skull,phantom3,Measured,351.522,346.508,90.439
3167,15.83000,skull,phantom4,Measured,301.629,318.900,153.948
3167,15.83000,catheter,tip1,Measured,153.587,247.899,322.304
3167,15.83000,catheter,tip2,Measured,151.986,253.977,381.785
3167,15.83000,catheter,tip3,Virtual,195.264,337.286,100.586
3167,15.83000,catheter,tip4,Measured,127.554,279.552,329.656
3168,15.83500,skull,phantom1,Measured,338.332,352.018,182.543
3168,15.83500,skull,phantom2,Measured,301.818,412.464,148.575
3168,15.83500,skull,phantom3,Measured,351.525,346.513,90.439
3168,15.83500,skull,phantom4,Measured,301.636,318.900,153.954
3168,15.83500,catheter,tip1,Measured,153.384,247.996,322.244
3168,15.83500,catheter,tip2,Measured,151.805,253.941,381.829
3168,15.83500,catheter,tip3,Virtual,195.718,337.472,100.658
3168,15.83500,catheter,tip4,Measured,127.393,279.867,329.427
3169,15.84000,skull,phantom1,Measured,338.337,352.029,182.547
3169,15.84000,skull,phantom2,Measured,301.811,412.459,148.577
3169,15.84000,skull,phantom3,Measured,351.528,346.536,90.445
3169,15.84000,skull,phantom4,Measured,301.634,318.916,153.951
3169,15.84000,catheter,tip1,Measured,153.193,248.024,322.195
3169,15.84000,catheter,tip2,Measured,151.623,254.010,381.685
3169,15.84000,catheter,tip3,Virtual,195.522,337.460,100.616
3169,15.84000,catheter,tip4,Measured,127.366,279.821,329.563
3170,15.84500,skull,phantom1,Measured,338.332,352.041,182.557
3170,15.84500,skull,phantom2,Measured,301.808,412.471,148.574
3170,15.84500,skull,phantom3,Measured,351.521,346.538,90.457
3170,15.84500,skull,phantom4,Measured,301.640,318.930,153.963
3170,15.84500,catheter,tip1,Measured,153.038,248.050,322.115
3170,15.84500,catheter,tip2,Measured,151.526,253.960,381.610
3170,15.84500,catheter,tip3,Virtual,195.547,337.650,100.632
3170,15.84500,catheter,tip4,Measured,127.322,279.945,329.539
3171,15.85000,skull,phantom1,Measured,338.333,352.053,182.552
3171,15.85000,skull,phantom2,Measured,301.822,412.473,148.576
3171,15.85000,skull,phantom3,Measured,351.524,346.546,90.455
3171,15.85000,skull,phantom4,Measured,301.634,318.946,153.963
3171,15.85000,catheter,tip1,Measured,152.928,248.066,322.042
3171,15.85000,catheter,tip2,Measured,151.504,253.843,381.638
3171,15.85000,catheter,tip3,Virtual,195.828,337.731,100.623
3171,15.85000,catheter,tip4,Measured,127.246,280.179,329.300
3172,15.85500,skull,phantom1,Measured,338.328,352.062,182.559
3172,15.85500,skull,phantom2,Measured,301.815,412.478,148.564
3172,15.85500,skull,phantom3,Measured,351.526,346.533,90.458
3172,15.85500,skull,phantom4,Measured,301.622,318.947,153.969
3172,15.85500,catheter,tip1,Measured,152.896,248.074,322.004
3172,15.85500,catheter,tip2,Measured,151.470,253.880,381.499
3172,15.85500,catheter,tip3,Virtual,195.543,337.845,100.604
3172,15.85500,catheter,tip4,Measured,127.304,280.037,329.461
3173,15.86000,skull,phantom1,Measured,338.330,352.061,182.555
3173,15.86000,skull,phantom2,Measured,301.794,412.496,148.578
3173,15.86000,skull,phantom3,Measured,351.518,346.556,90.453
3173,15.86000,skull,phantom4,Measured,301.621,318.956,153.968
3173,15.86000,catheter,tip1,Measured,152.909,248.034,321.984
3173,15.86000,catheter,tip2,Measured,151.552,253.756,381.553
3173,15.86000,catheter,tip3,Virtual,195.728,337.830,100.586
3173,15.86000,catheter,tip4,Measured,127.279,280.178,329.276
3174,15.86500,skull,phantom1,Measured,338.324,352.077,182.561
3174,15.86500,skull,phantom2,Measured,301.798,412.505,148.567
3174,15.86500,skull,phantom3,Measured,351.522,346.553,90.460
3174,15.86500,skull,phantom4,Measured,301.611,318.965,153.975
3174,15.86500,catheter,tip1,Measured,152.979,248.025,321.913
3174,15.86500,catheter,tip2,Measured,151.644,253.763,381.431
3174,15.86500,catheter,tip3,Virtual,195.470,337.927,100.488
3174,15.86500,catheter,tip4,Measured,127.322,280.128,329.274
3175,15.87000,skull,phantom1,Measured,338.322,352.085,182.579
3175,15.87000,skull,phantom2,Measured,301.797,412.503,148.567
3175,15.87000,skull,phantom3,Measured,351.520,346.542,90.463
3175,15.87000,skull,phantom4,Measured,301.627,318.960,153.982
3175,15.87000,catheter,tip1,Measured,153.092,248.000,321.889
3175,15.87000,catheter,tip2,Measured,151.765,253.704,381.479
3175,15.87000,catheter,tip3,Virtual,195.455,338.009,100.508
3175,15.87000,catheter,tip4,Measured,127.391,280.049,329.255
3176,15.87500,skull,phantom1,Measured,338.322,352.083,182.567
3176,15.87500,skull,phantom2,Measured,301.799,412.513,148.566
3176,15.87500,skull,phantom3,Measured,351.522,346.550,90.465
3176,15.87500,skull,phantom4,Measured,301.618,318.966,153.984
3176,15.87500,catheter,tip1,Measured,153.245,247.968,321.851
3176,15.87500,catheter,tip2,Measured,151.887,253.748,381.384
3176,15.87500,catheter,tip3,Virtual,194.994,338.133,100.468
3176,15.87500,catheter,tip4,Measured,127.509,279.797,329.445
3177,15.88000,skull,phantom1,Measured,338.315,352.087,182.566
3177,15.88000,skull,phantom2,Measured,301.785,412.526,148.560
3177,15.88000,skull,phantom3,Measured,351.513,346.542,90.469
3177,15.88000,skull,phantom4,Measured,301.616,318.956,153.983
3177,15.88000,catheter,tip1,Measured,153.415,247.932,321.827
3177,15.88000,catheter,tip2,Measured,152.103,253.671,381.471
3177,15.88000,catheter,tip3,Virtual,195.117,338.065,100.406
3177,15.88000,catheter,tip4,Measured,127.565,279.852,329.257
3178,15.88500,skull,phantom1,Measured,338.313,352.087,182.569
3178,15.88500,skull,phantom2,Measured,301.781,412.524,148.573
3178,15.88500,skull,phantom3,Measured,351.524,346.552,90.463
3178,15.88500,skull,phantom4,Measured,301.618,318.961,153.987
3178,15.88500,catheter,tip1,Measured,153.581,247.911,321.823
3178,15.88500,catheter,tip2,Measured,152.273,253.748,381.356
3178,15.88500,catheter,tip3,Virtual,194.601,338.015,100.285
3178,15.88500,catheter,tip4,Measured,127.710,279.595,329.417
3179,15.89000,skull,phantom1,Measured,338.321,352.081,182.564
3179,15.89000,skull,phantom2,Measured,301.762,412.548,148.550
3179,15.89000,skull,phantom3,Measured,351.518,346.550,90.471
3179,15.89000,skull,phantom4,Measured,301.622,318.954,153.983
3179,15.89000,catheter,tip1,Measured,153.761,247.881,321.840
3179,15.89000,catheter,tip2,Measured,152.505,253.675,381.425
3179,15.89000,catheter,tip3,Virtual,194.754,337.944,100.231
3179,15.89000,catheter,tip4,Measured,127.775,279.686,329.234
3180,15.89500,skull,phantom1,Measured,338.329,352.084,182.556
3180,15.89500,skull,phantom2,Measured,301.772,412.544,148.546
3180,15.89500,skull,phantom3,Measured,351.511,346.554,90.458
3180,15.89500,skull,phantom4,Measured,301.625,318.958,153.978
3180,15.89500,catheter,tip1,Measured,153.950,247.822,321.804
3180,15.89500,catheter,tip2,Measured,152.675,253.806,381.202
3180,15.89500,catheter,tip3,Virtual,194.392,337.599,99.971
3180,15.89500,catheter,tip4,Measured,127.960,279.488,329.336
3181,15.90000,skull,phantom1,Measured,338.329,352.073,182.558
3181,15.90000,skull,phantom2,Measured,301.752,412.543,148.552
3181,15.90000,skull,phantom3,Measured,351.519,346.552,90.455
3181,15.90000,skull,phantom4,Measured,301.625,318.957,153.975
3181,15.90000,catheter,tip1,Measured,154.085,247.809,321.815
3181,15.90000,catheter,tip2,Measured,152.909,253.671,381.361
3181,15.90000,catheter,tip3,Virtual,194.592,337.635,99.996
3181,15.90000,catheter,tip4,Measured,128.037,279.579,329.156
3182,15.90500,skull,phantom1,Measured,338.330,352.065,182.553
3182,15.90500,skull,phantom2,Measured,301.744,412.562,148.550
3182,15.90500,skull,phantom3,Measured,351.515,346.535,90.461
3182,15.90500,skull,phantom4,Measured,301.625,318.950,153.976
3182,15.90500,catheter,tip1,Measured,154.221,247.764,321.799
3182,15.90500,catheter,tip2,Measured,153.063,253.651,381.360
3182,15.90500,catheter,tip3,Virtual,194.656,337.491,99.928
3182,15.90500,catheter,tip4,Measured,128.160,279.543,329.121
3183,15.91000,skull,phantom1,Measured,338.325,352.063,182.562
3183,15.91000,skull,phantom2,Measured,301.735,412.552,148.531
3183,15.91000,skull,phantom3,Measured,351.521,346.539,90.463
3183,15.91000,skull,phantom4,Measured,301.621,318.928,153.967
3183,15.91000,catheter,tip1,Measured,154.317,247.724,321.727
3183,15.91000,catheter,tip2,Measured,153.180,253.687,381.243
3183,15.91000,catheter,tip3,Virtual,194.346,337.410,99.805
3183,15.91000,catheter,tip4,Measured,128.299,279.384,329.224
3184,15.91500,skull,phantom1,Measured,338.335,352.039,182.560
3184,15.91500,skull,phantom2,Measured,301.732,412.555,148.542
3184,15.91500,skull,phantom3,Measured,351.522,346.528,90.455
3184,15.91500,skull,phantom4,Measured,301.621,318.928,153.963
3184,15.91500,catheter,tip1,Measured,154.401,247.670,321.715
3184,15.91500,catheter,tip2,Measured,153.336,253.575,381.273
3184,15.91500,catheter,tip3,Virtual,194.582,337.272,99.740
3184,15.91500,catheter,tip4,Measured,128.361,279.470,329.035
3185,15.92000,skull,phantom1,Measured,338.322,352.035,182.553
3185,15.92000,skull,phantom2,Measured,301.727,412.532,148.559
3185,15.92000,skull,phantom3,Measured,351.511,346.521,90.457
3185,15.92000,skull,phantom4,Measured,301.620,318.925,153.966
3185,15.92000,catheter,tip1,Measured,154.452,247.651,321.603
3185,15.92000,catheter,tip2,Measured,153.427,253.522,381.198
3185,15.92000,catheter,tip3,Virtual,194.456,337.429,99.691
3185,15.92000,catheter,tip4,Measured,128.427,279.441,329.011
3186,15.92500,skull,phantom1,Measured,338.325,352.014,182.560
3186,15.92500,skull,phantom2,Measured,301.706,412.546,148.576
3186,15.92500,skull,phantom3,Measured,351.517,346.511,90.455
3186,15.92500,skull,phantom4,Measured,301.616,318.902,153.968
3186,15.92500,catheter,tip1,Measured,154.492,247.614,321.516
3186,15.92500,catheter,tip2,Measured,153.467,253.528,381.041
3186,15.92500,catheter,tip3,Virtual,194.241,337.451,99.617
3186,15.92500,catheter,tip4,Measured,128.555,279.275,329.122
3187,15.93000,skull,phantom1,Measured,338.322,352.012,182.552
3187,15.93000,skull,phantom2,Measured,301.707,412.535,148.586
3187,15.93000,skull,phantom3,Measured,351.515,346.505,90.460
3187,15.93000,skull,phantom4,Measured,301.620,318.902,153.964
3187,15.93000,catheter,tip1,Measured,154.519,247.568,321.422
3187,15.93000,catheter,tip2,Measured,153.555,253.386,381.042
3187,15.93000,catheter,tip3,Virtual,194.484,337.533,99.587
3187,15.93000,catheter,tip4,Measured,128.555,279.422,328.911
3188,15.93500,skull,phantom1,Measured,338.316,352.001,182.563
3188,15.93500,skull,phantom2,Measured,301.718,412.537,148.571
3188,15.93500,skull,phantom3,Measured,351.511,346.505,90.461
3188,15.93500,skull,phantom4,Measured,301.616,318.892,153.956
3188,15.93500,catheter,tip1,Measured,154.532,247.538,321.323
3188,15.93500,catheter,tip2,Measured,153.583,253.392,380.868
3188,15.93500,catheter,tip3,Virtual,194.136,337.596,99.502
3188,15.93500,catheter,tip4,Measured,128.660,279.226,329.036
3189,15.94000,skull,phantom1,Measured,338.319,351.981,182.558
3189,15.94000,skull,phantom2,Measured,301.707,412.518,148.582
3189,15.94000,skull,phantom3,Measured,351.519,346.494,90.458
3189,15.94000,skull,phantom4,Measured,301.610,318.885,153.970
3189,15.94000,catheter,tip1,Measured,154.534,247.510,321.248
3189,15.94000,catheter,tip2,Measured,153.648,253.274,380.873
3189,15.94000,catheter,tip3,Virtual,194.342,337.619,99.455
3189,15.94000,catheter,tip4,Measured,128.646,279.351,328.824
3190,15.94500,skull,phantom1,Measured,338.318,351.975,182.569
3190,15.94500,skull,phantom2,Measured,301.705,412.510,148.586
3190,15.94500,skull,phantom3,Measured,351.503,346.497,90.456
3190,15.94500,skull,phantom4,Measured,301.606,318.869,153.974
3190,15.94500,catheter,tip1,Measured,154.577,247.491,321.114
3190,15.94500,catheter,tip2,Measured,153.646,253.324,380.684
3190,15.94500,catheter,tip3,Virtual,194.005,337.714,99.351
3190,15.94500,catheter,tip4,Measured,128.706,279.151,328.911
3191,15.95000,skull,phantom1,Measured,338.309,351.968,182.564
3191,15.95000,skull,phantom2,Measured,301.698,412.519,148.592
3191,15.95000,skull,phantom3,Measured,351.505,346.493,90.471
3191,15.95000,skull,phantom4,Measured,301.604,318.870,153.954
3191,15.95000,catheter,tip1,Measured,154.615,247.484,321.031
3191,15.95000,catheter,tip2,Measured,153.660,253.324,380.605
3191,15.95000,catheter,tip3,Virtual,194.001,337.724,99.273
3191,15.95000,catheter,tip4,Measured,128.710,279.109,328.826
3192,15.95500,skull,phantom1,Measured,338.309,351.967,182.564
3192,15.95500,skull,phantom2,Measured,301.688,412.514,148.595
3192,15.95500,skull,phantom3,Measured,351.507,346.488,90.470
3192,15.95500,skull,phantom4,Measured,301.606,318.851,153.962
3192,15.95500,catheter,tip1,Measured,154.660,247.458,320.980
3192,15.95500,catheter,tip2,Measured,153.695,253.278,380.605
3192,15.95500,catheter,tip3,Virtual,194.395,337.531,99.163
3192,15.95500,catheter,tip4,Measured,128.659,279.253,328.526
3193,15.96000,skull,phantom1,Measured,338.310,351.950,182.566
3193,15.96000,skull,phantom2,Measured,301.691,412.503,148.589
3193,15.96000,skull,phantom3,Measured,351.511,346.481,90.467
3193,15.96000,skull,phantom4,Measured,301.610,318.857,153.956
3193,15.96000,catheter,tip1,Measured,154.706,247.462,320.929
3193,15.96000,catheter,tip2,Measured,153.656,253.395,380.450
3193,15.96000,catheter,tip3,Virtual,194.252,337.367,99.031
3193,15.96000,catheter,tip4,Measured,128.707,279.062,328.566
3194,15.96500,skull,phantom1,Measured,338.314,351.957,182.572
3194,15.96500,skull,phantom2,Measured,301.694,412.485,148.593
3194,15.96500,skull,phantom3,Measured,351.510,346.487,90.467
3194,15.96500,skull,phantom4,Measured,301.609,318.845,153.960
3194,15.96500,catheter,tip1,Measured,154.770,247.490,320.882
